gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound
ENSG00000101204.11	"ENST00000370263.4,ENST00000463705.1,ENST00000467563.1,ENST00000475033.1,ENST00000480012.1,ENST00000498043.2"	3055.5	2807.43	0	0	0	0	0	0.07	0.07	0.00825061	0.158796	0.0083418	0.160559
ENSG00000205300.3	ENST00000379526.1	686	437.94	51	1.54	1.54	51	0	1.55	1.56	1.1446	1.97892	1.14781	1.99102
ENSG00000088826.13	"ENST00000278795.3,ENST00000305958.4,ENST00000339123.6,ENST00000346595.2,ENST00000379460.2,ENST00000457205.1,ENST00000466004.1,ENST00000484515.1,ENST00000486998.1,ENST00000493223.1,ENST00000494098.1,ENST00000602910.1"	1747.53	1499.45	695	6.12	6.11	695	0	16.14	16.31	5.79015	35.389	5.7991	35.7189
ENSG00000075043.13	"ENST00000344425.5,ENST00000344462.4,ENST00000354587.3,ENST00000357249.2,ENST00000359125.2,ENST00000359689.1,ENST00000360480.3,ENST00000370221.1,ENST00000370224.1,ENST00000482957.1"	1423	1174.92	5	0.06	0.06	5	0	0.13	0.13	0.0507787	0.217554	0.051345	0.219936
ENSG00000171873.6	ENST00000379453.4	2677	2428.92	74	0.4	0.4	74	0	0.4	0.41	0.314422	0.495162	0.317814	0.500506
ENSG00000171867.12	"ENST00000379440.4,ENST00000424424.1,ENST00000430350.2,ENST00000457586.1"	2590.83	2342.75	3162	17.83	17.8	3162	0	17.73	17.92	17.0889	18.3885	17.2663	18.5799
ENSG00000171864.4	ENST00000305817.2	3980	3731.92	0	0	0	0	0	0	0	2.02E-08	0.0103207	2.04E-08	0.0104311
ENSG00000180259.5	"ENST00000326539.2,ENST00000418528.1,ENST00000423718.2"	2100.67	1852.59	0	0	0	0	0	0.02	0.02	0.00221887	0.0457066	0.00224344	0.0462107
ENSG00000101265.11	"ENST00000379376.2,ENST00000379400.3,ENST00000478553.1"	5282	5033.92	19	0.05	0.05	19	0	0.06	0.06	0.0345373	0.0809985	0.0348978	0.0818636
ENSG00000101210.6	"ENST00000217182.3,ENST00000298049.7"	1782.24	1534.16	911	7.84	7.83	911	0	7.74	7.82	7.24413	8.2515	7.3176	8.33639
ENSG00000125534.5	"ENST00000370177.1,ENST00000370179.3,ENST00000464438.1,ENST00000473620.1"	773.49	525.43	2902	72.96	72.84	2902	0	72.14	72.89	69.1097	75.3105	69.8436	76.1121
ENSG00000101213.5	"ENST00000217185.2,ENST00000542869.1"	1481	1232.92	8	0.09	0.09	8	0	0.09	0.09	0.0335922	0.150099	0.03397	0.151746
ENSG00000172315.5	"ENST00000372102.3,ENST00000372114.3"	2815.5	2567.42	2662	13.7	13.67	2662	0	13.51	13.65	12.945	14.1121	13.0673	14.2478
ENSG00000197496.4	"ENST00000359271.2,ENST00000486000.1"	4368	4119.92	9	0.03	0.03	9	0	0.08	0.08	0.0177533	0.192024	0.0179377	0.194043
ENSG00000125508.3	ENST00000217188.1	1516	1267.92	0	0	0	0	0	0.01	0.01	5.68E-09	0.0305767	5.74E-09	0.0309048
ENSG00000089057.10	"ENST00000338244.1,ENST00000379333.1,ENST00000423430.1,ENST00000424750.2,ENST00000468355.1,ENST00000496331.1"	6944	6695.92	1241	2.45	2.44	1241	0	2.59	2.62	2.35622	2.86715	2.38179	2.89839
ENSG00000064655.14	"ENST00000317304.6,ENST00000327619.5,ENST00000357410.3,ENST00000458636.1,ENST00000471081.1,ENST00000475856.1,ENST00000479843.1,ENST00000497062.2,ENST00000497428.1"	1206.78	980.97	0	0	0	0	0	0.2	0.21	0.0378969	0.417175	0.0379856	0.421381
ENSG00000125531.5	"ENST00000370097.1,ENST00000370098.3"	1119	870.92	100	1.52	1.51	100	0	1.51	1.53	1.22604	1.80917	1.24244	1.83197
ENSG00000089063.10	"ENST00000202834.7,ENST00000342308.5,ENST00000379276.4,ENST00000379277.2,ENST00000379279.2,ENST00000379283.2,ENST00000379286.2,ENST00000379299.2,ENST00000492419.1"	1479.61	1231.53	4884	52.39	52.3	4884	0	51.93	52.47	50.4457	53.4803	50.992	54.0571
ENSG00000130589.12	"ENST00000370082.1,ENST00000427522.2,ENST00000454223.1,ENST00000467148.1,ENST00000478861.1,ENST00000479540.1"	3928.06	3680.01	1031	3.7	3.69	1031	0	3.8	3.84	3.20319	4.41998	3.24547	4.47511
ENSG00000101216.6	"ENST00000266068.1,ENST00000370069.1,ENST00000370077.1"	4194	3945.92	1872	6.27	6.26	1872	0	6.19	6.25	5.90072	6.46592	5.97424	6.54565
ENSG00000132646.6	"ENST00000379143.5,ENST00000379160.3"	1344.71	1096.63	17638	212.47	212.12	17638	0	209.46	211.63	206.349	212.547	208.657	214.917
ENSG00000197457.5	"ENST00000370053.1,ENST00000540534.1"	2255	2006.92	6788	44.68	44.61	6788	0	44.1	44.56	43.0576	45.1578	43.5248	45.6467
ENSG00000258366.3	"ENST00000318100.4,ENST00000356810.4,ENST00000360203.5,ENST00000370003.1,ENST00000370018.3,ENST00000425905.1,ENST00000463361.1,ENST00000469728.1,ENST00000488316.1,ENST00000496816.1,ENST00000508582.2"	2335.15	2087.08	4526.79	28.65	28.61	4511.82	99.24	28.47	28.76	26.6275	30.3322	26.8995	30.6458
ENSG00000101290.9	"ENST00000379062.4,ENST00000379070.3,ENST00000450570.1,ENST00000460006.1,ENST00000467923.1,ENST00000468817.1,ENST00000486875.1,ENST00000535100.1"	4060.18	3812.1	2776	9.62	9.6	2776	0	9.83	9.93	9.02157	10.6419	9.13155	10.7696
ENSG00000101292.6	"ENST00000217270.3,ENST00000546004.1"	1463	1214.92	0	0	0	0	0	0.02	0.02	0.000470585	0.0553008	0.000444852	0.0558603
ENSG00000026036.16	"ENST00000480273.1,ENST00000482936.1,ENST00000492259.2,ENST00000496281.1"	5381.68	5133.6	3953.6	10.17	10.16	3970.57	107.57	10.09	10.19	9.43627	10.7702	9.53858	10.8869
ENSG00000125772.8	"ENST00000379019.4,ENST00000418646.1,ENST00000462080.1,ENST00000473797.1,ENST00000481038.1,ENST00000481690.1"	4489.88	4241.8	2069	6.44	6.43	2069	0	6.65	6.71	6.08995	7.22477	6.15275	7.29986
ENSG00000101040.15	"ENST00000262975.4,ENST00000311275.7,ENST00000352431.2,ENST00000355972.4,ENST00000360911.3,ENST00000372023.3,ENST00000396281.4,ENST00000435836.1,ENST00000441977.1,ENST00000446894.1,ENST00000446994.2,ENST00000458360.2,ENST00000461685.1,ENST00000467200.2,ENST00000468376.2,ENST00000471951.2,ENST00000536340.1,ENST00000540497.1"	4748.15	4500.07	21001	61.65	61.55	21001	0	61.07	61.7	60.1743	61.9776	60.8231	62.6466
ENSG00000243509.4	ENST00000369996.1	1124	875.92	68.6	1.03	1.03	66.61	17.94	1.01	1.02	0.425127	1.57462	0.431169	1.59313
ENSG00000101246.15	"ENST00000217224.5,ENST00000324228.2,ENST00000359715.5,ENST00000424545.2,ENST00000440854.1,ENST00000485858.1,ENST00000607873.1,ENST00000609142.1,ENST00000609188.1,ENST00000609243.1,ENST00000609537.1,ENST00000610136.1"	1887.59	1639.52	5393	43.45	43.38	5393	0	47.86	48.36	41.9522	57.7532	42.4216	58.3997
ENSG00000197114.7	"ENST00000328969.5,ENST00000355969.6,ENST00000357119.4,ENST00000369967.3,ENST00000431125.1,ENST00000448100.2,ENST00000468235.1,ENST00000472711.1,ENST00000477340.1,ENST00000478385.1,ENST00000484569.1"	2009.09	1761.01	2402.89	18.03	18	2412.06	35.77	18.29	18.48	17.191	19.4113	17.3684	19.6136
ENSG00000273154.1	ENST00000490623.2	3119	2870.92	1218.68	5.61	5.6	1204.19	45.61	5.47	5.52	4.96841	5.97944	5.0068	6.02845
ENSG00000203896.5	"ENST00000309546.3,ENST00000444951.1,ENST00000465591.1,ENST00000476183.1,ENST00000480139.1,ENST00000487026.1,ENST00000489212.1,ENST00000490824.1,ENST00000493265.1,ENST00000494776.1,ENST00000496820.1"	1233.43	985.35	924.93	12.4	12.38	929.28	18.89	12.8	12.93	11.5865	14.0641	11.7136	14.2168
ENSG00000273047.1	"ENST00000467211.1,ENST00000476221.1"	446	198.03	44.5	2.97	2.96	45.47	11.01	4.11	4.15	1.65212	6.77646	1.67101	6.85175
ENSG00000125520.9	"ENST00000266077.2,ENST00000473157.1,ENST00000474248.1,ENST00000482718.1,ENST00000485897.1,ENST00000491109.1,ENST00000493772.1,ENST00000496425.1"	1185.97	937.92	3307	46.58	46.5	3307	0	46.21	46.69	43.9399	48.5363	44.4243	49.0719
ENSG00000171984.10	"ENST00000303142.6,ENST00000378979.4,ENST00000442185.1,ENST00000445603.1"	800.51	552.46	261	6.24	6.23	261	0	6.29	6.36	5.46508	7.15503	5.53029	7.23864
ENSG00000130584.6	"ENST00000245663.4,ENST00000302995.2,ENST00000395104.1,ENST00000460757.1,ENST00000480766.1"	5006.03	4757.95	356	0.99	0.99	356	0	1.1	1.11	0.923714	1.29864	0.933755	1.31276
ENSG00000089199.5	"ENST00000378961.4,ENST00000455042.1,ENST00000488832.1"	1903	1654.92	0	0	0	0	0	0.03	0.03	0.00238432	0.0615687	0.00242042	0.0622453
ENSG00000269223.1	ENST00000596861.1	495	247	0	0	0	0	0	0.05	0.05	8.95E-07	0.159089	9.05E-07	0.160841
ENSG00000183260.5	ENST00000369916.3	1776	1527.92	0	0	0	0	0	0.01	0.01	1.62E-07	0.0258104	1.64E-07	0.0260926
ENSG00000268858.1	ENST00000601296.1	339	91.15	110	15.94	15.92	110	0	15.86	16.02	12.9834	18.8445	13.1218	19.0477
ENSG00000089195.10	"ENST00000203001.2,ENST00000453074.2,ENST00000466974.1,ENST00000473131.1,ENST00000493972.1"	2369.56	2121.48	2330	14.51	14.48	2330	0	14.39	14.54	13.7935	14.9941	13.9398	15.1527
ENSG00000101150.13	"ENST00000217121.5,ENST00000346249.4,ENST00000348257.5,ENST00000351424.4,ENST00000352482.4,ENST00000358548.4,ENST00000369927.4,ENST00000474176.2"	2288.17	2040.09	11370	73.62	73.5	11370	0	72.64	73.39	71.2199	74.0245	71.9981	74.8312
ENSG00000125885.9	"ENST00000265187.4,ENST00000378883.1,ENST00000378886.2,ENST00000378896.3"	3488.32	3240.24	5308	21.64	21.61	5308	0	21.36	21.58	20.7518	21.9499	20.9705	22.1813
ENSG00000101152.6	"ENST00000360864.4,ENST00000369911.2,ENST00000470551.1"	5243.58	4995.49	7171	18.96	18.93	7171	0	18.75	18.94	18.3055	19.1949	18.5001	19.4003
ENSG00000198276.9	"ENST00000354216.6,ENST00000358711.3,ENST00000369892.3,ENST00000369908.5,ENST00000430743.1,ENST00000483710.1,ENST00000492660.1"	1537.49	1289.41	3527	36.13	36.08	3527	0	35.76	36.13	34.3471	37.1834	34.7175	37.5835
ENSG00000267848.1	ENST00000595604.1	489	241	0	0	0	0	0	0.05	0.05	3.50E-06	0.16213	3.54E-06	0.163847
ENSG00000196700.3	"ENST00000217130.3,ENST00000369888.1,ENST00000450537.1"	5919	5670.92	5259	12.25	12.23	5259	0	12.08	12.21	11.7657	12.418	11.8913	12.5499
ENSG00000130590.9	"ENST00000369886.3,ENST00000450107.1,ENST00000478694.1,ENST00000498830.1"	1571.42	1323.35	926	9.24	9.23	926	0	9.24	9.34	8.38656	10.097	8.49789	10.2276
ENSG00000101161.6	"ENST00000266079.4,ENST00000535781.1"	3041.82	2793.74	9526	45.04	44.97	9526	0	44.41	44.87	43.5145	45.3052	43.9753	45.7831
ENSG00000088766.7	"ENST00000378863.4,ENST00000378868.4,ENST00000452938.1,ENST00000464921.1,ENST00000478846.1,ENST00000489345.1,ENST00000609154.1"	1507.59	1259.51	4358	45.71	45.63	4358	0	45.17	45.64	42.9415	47.4164	43.3843	47.9072
ENSG00000267882.1	ENST00000599904.1	2222	1973.92	0	0	0	0	0	0.01	0.01	3.28E-08	0.0195847	3.31E-08	0.0198062
ENSG00000125872.7	ENST00000378858.4	2692	2443.92	0	0	0	0	0	0.01	0.01	4.76E-08	0.0159834	4.82E-08	0.0161598
ENSG00000124151.14	"ENST00000341724.6,ENST00000371997.3,ENST00000371998.3,ENST00000372004.3,ENST00000490248.1,ENST00000497292.1"	7518.52	7270.44	4768	8.66	8.65	4768	0	13	13.13	8.3062	21.7415	8.43757	22.0177
ENSG00000203883.5	ENST00000340356.7	1723	1474.92	402	3.6	3.59	402	0	3.56	3.59	3.20432	3.89797	3.23946	3.94038
ENSG00000101311.11	"ENST00000217289.4,ENST00000378844.1,ENST00000478194.1,ENST00000536936.1"	3067.25	2819.18	0	0	0	0	0	0.05	0.05	0.00298666	0.135028	0.00305086	0.136515
ENSG00000171703.12	"ENST00000339217.4,ENST00000343484.5,ENST00000361317.2,ENST00000395053.3,ENST00000415602.1,ENST00000440819.1,ENST00000458442.1,ENST00000461072.1,ENST00000465111.1,ENST00000465433.1,ENST00000470559.1,ENST00000475236.1,ENST00000475792.1,ENST00000476113.1,ENST00000477783.1,ENST00000487164.1,ENST00000495168.1"	1099.84	851.76	381	5.91	5.9	381	0	6.52	6.59	5.68444	7.44083	5.74464	7.51993
ENSG00000125845.6	ENST00000378827.4	3601	3352.92	13	0.05	0.05	13	0	0.05	0.05	0.0279531	0.0836228	0.0281347	0.0843938
ENSG00000171700.9	"ENST00000332298.5,ENST00000395042.1,ENST00000479996.1,ENST00000493165.1"	1459.52	1211.44	1619	17.65	17.63	1619	0	27.02	27.3	16.7828	46.2052	16.9529	46.6828
ENSG00000125510.11	"ENST00000336866.2,ENST00000349451.3,ENST00000355631.4"	3147	2898.92	18	0.08	0.08	18	0	0.09	0.09	0.0535009	0.130683	0.0535316	0.131553
ENSG00000171695.6	"ENST00000302096.4,ENST00000308906.2"	814.5	566.43	0	0	0	0	0	0.05	0.05	0.000605862	0.110179	0.000679512	0.111422
ENSG00000125522.3	ENST00000369768.1	1352	1103.92	0	0	0	0	0	0.01	0.01	1.68E-07	0.0352205	1.69E-07	0.0356033
ENSG00000196132.7	"ENST00000328439.1,ENST00000360149.4,ENST00000536311.1"	5533	5284.92	1	0	0	1	0	0.01	0.01	0.00169362	0.0307012	0.00172568	0.0310465
ENSG00000203880.7	"ENST00000266078.7,ENST00000299468.7,ENST00000308824.6,ENST00000369758.4,ENST00000608844.1,ENST00000609297.1,ENST00000609372.1,ENST00000609764.1,ENST00000609818.1,ENST00000610074.1,ENST00000610196.1"	2090.31	1842.26	3755	26.93	26.88	3755	0	26.93	27.21	24.5259	29.2713	24.793	29.5903
ENSG00000255743.1	ENST00000544961.1	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272874.1	ENST00000608495.1	1672	1423.92	0	0	0	0	0	0.01	0.01	7.55E-09	0.0275657	7.63E-09	0.0278637
ENSG00000247315.2	ENST00000500893.2	2253	2004.92	1558.62	10.27	10.25	1549.51	56.34	10.07	10.17	9.19817	10.9344	9.29773	11.0532
ENSG00000225377.1	"ENST00000414676.1,ENST00000442637.1"	751.64	503.57	255	6.69	6.68	255	0	6.64	6.71	5.83017	7.45503	5.89624	7.53939
ENSG00000206797.1	ENST00000384070.1	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101278.6	ENST00000492704.1	531	282.99	0	0	0	0	0	0.05	0.05	1.20E-06	0.13963	1.22E-06	0.141146
ENSG00000215388.3	ENST00000431775.1	1114	865.92	9	0.14	0.14	9	0	0.15	0.15	0.0649893	0.2457	0.0656992	0.248436
ENSG00000234684.2	"ENST00000446423.1,ENST00000607947.1,ENST00000609285.1,ENST00000609470.1,ENST00000609745.1"	1010.23	762.18	131	2.27	2.27	131	0	2.34	2.37	1.85269	2.82815	1.87091	2.85713
ENSG00000229728.1	ENST00000412497.1	480	232.01	1	0.06	0.06	1	0	0.11	0.11	0.00253358	0.266718	0.00240099	0.269476
ENSG00000266085.1	ENST00000580848.1	98	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242324.1	ENST00000453770.1	1720	1471.92	0	0	0	0	0	0.01	0.01	5.95E-08	0.0263378	6.02E-08	0.0266257
ENSG00000252103.1	ENST00000516294.1	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271523.1	ENST00000604968.1	457	209.02	0	0	0	0	0	0.06	0.06	1.67E-06	0.186412	1.69E-06	0.188391
ENSG00000237914.1	"ENST00000437384.1,ENST00000456177.1"	1602.5	1354.49	0	0	0	0	0	0.09	0.09	0.000423048	0.243616	0.000427835	0.246228
ENSG00000223750.1	ENST00000340424.4	1216	967.92	0	0	0	0	0	0.01	0.01	2.92E-07	0.040321	2.95E-07	0.0407526
ENSG00000242348.2	ENST00000488553.2	279	32.35	0	0	0	0	0	0.4	0.41	1.54E-05	1.20763	1.55E-05	1.22077
ENSG00000236550.1	ENST00000456875.1	246	9.35	0	0	0	0	0	1.39	1.41	8.16E-05	4.17759	8.25E-05	4.22411
ENSG00000234282.1	ENST00000455216.1	493	245	0	0	0	0	0	0.05	0.05	1.45E-06	0.158217	1.47E-06	0.159949
ENSG00000271461.1	ENST00000603520.1	2185	1936.92	0	0	0	0	0	0.01	0.01	4.87E-09	0.0201922	4.92E-09	0.0204124
ENSG00000232528.3	"ENST00000418979.2,ENST00000458670.1"	1057	808.93	0	0	0	0	0	0.04	0.04	0.000625107	0.094241	0.000631884	0.0952503
ENSG00000230839.1	ENST00000447206.1	346	98.14	0	0	0	0	0	0.13	0.13	1.98E-06	0.400085	2.01E-06	0.404387
ENSG00000233896.1	ENST00000446562.1	1802	1553.92	0	0	0	0	0	0.01	0.01	1.56E-07	0.0252044	1.57E-07	0.0254779
ENSG00000227663.1	ENST00000427639.1	268	23.11	0	0	0	0	0	0.56	0.57	7.22E-06	1.65981	7.30E-06	1.67827
ENSG00000263452.1	ENST00000580351.1	70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226644.1	"ENST00000411839.1,ENST00000447956.1"	475.5	227.52	0	0	0	0	0	0.12	0.12	0.00329744	0.301969	0.00263874	0.304526
ENSG00000207305.1	ENST00000384575.1	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251806.1	ENST00000515997.1	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221062.1	ENST00000408135.1	66	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221116.1	ENST00000408189.1	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271798.1	ENST00000606420.1	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212498.1	ENST00000391196.1	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229686.1	ENST00000413522.1	71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226572.1	ENST00000448188.1	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228293.1	ENST00000418739.1	872	623.92	6	0.13	0.13	6	0	0.15	0.15	0.0480021	0.255516	0.048551	0.258266
ENSG00000180344.3	ENST00000315011.3	414	166.06	0	0	0	0	0	0.08	0.08	1.25E-06	0.236302	1.26E-06	0.238853
ENSG00000226217.1	ENST00000411635.1	428	180.04	0	0	0	0	0	0.07	0.07	1.61E-06	0.216443	1.62E-06	0.218822
ENSG00000263905.1	ENST00000584742.1	293	45.46	0	0	0	0	0	0.29	0.29	4.71E-07	0.858635	4.76E-07	0.868098
ENSG00000235958.1	"ENST00000446537.1,ENST00000454019.1"	1108.5	860.48	0	0	0	0	0	0.08	0.08	0.000343128	0.229064	0.000399564	0.231567
ENSG00000266792.1	ENST00000582912.1	291	43.53	0	0	0	0	0	0.3	0.3	2.44E-06	0.902735	2.47E-06	0.912169
ENSG00000201294.1	ENST00000364424.1	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226632.1	ENST00000430836.1	445	197.03	7	0.47	0.47	7	0	0.53	0.53	0.194479	0.900116	0.196139	0.909322
ENSG00000201346.1	ENST00000364476.1	211	1.01	0	0	0	0	0	12.84	12.97	0.000132073	38.4279	0.00013347	38.8393
ENSG00000266355.1	ENST00000584552.1	70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225116.1	ENST00000421444.1	268	23.11	0	0	0	0	0	0.56	0.57	8.60E-06	1.68387	0.0001154	1.70192
ENSG00000230568.1	ENST00000446317.1	1477	1228.92	0	0	0	0	0	0.01	0.01	2.43E-07	0.0319441	2.45E-07	0.0322826
ENSG00000264957.1	ENST00000579046.1	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229539.1	ENST00000451507.1	441	193.03	0	0	0	0	0	0.07	0.07	3.61E-07	0.201866	3.65E-07	0.204095
ENSG00000199024.1	ENST00000362154.1	78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226608.2	"ENST00000427242.1,ENST00000544072.1"	509.41	261.71	199.82	10.09	10.07	199.83	0.5	10.68	10.79	8.59895	13.0741	8.68999	13.2141
ENSG00000215063.3	ENST00000440049.1	481	233.01	0	0	0	0	0	0.06	0.06	1.08E-06	0.166757	1.09E-06	0.168537
ENSG00000230176.2	ENST00000419003.2	697	448.94	0	0	0	0	0	0.03	0.03	4.28E-07	0.0862084	4.33E-07	0.0871378
ENSG00000236387.1	ENST00000448825.1	408	160.06	0	0	0	0	0	0.08	0.08	4.54E-06	0.241789	4.59E-06	0.244319
ENSG00000238282.1	ENST00000419863.1	168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228210.1	ENST00000429405.1	308	60.23	0	0	0	0	0	0.22	0.22	4.73E-06	0.642871	4.78E-06	0.649802
ENSG00000226948.1	ENST00000458402.1	793	544.93	2	0.05	0.05	2	0	0.07	0.07	0.0076307	0.152951	0.00768996	0.154597
ENSG00000231071.1	ENST00000432048.1	687	438.94	0	0	0	0	0	0.03	0.03	2.45E-07	0.0891585	2.48E-07	0.0901222
ENSG00000252096.1	ENST00000516287.1	135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252058.1	ENST00000516249.1	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234573.1	ENST00000435457.1	205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266199.1	ENST00000579176.1	264	20.09	0	0	0	0	0	0.65	0.65	7.67E-06	1.9473	7.74E-06	1.96877
ENSG00000212536.1	ENST00000391234.1	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252367.1	ENST00000516558.1	91	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212517.1	ENST00000391215.1	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225022.1	ENST00000436669.1	444	196.03	0	0	0	0	0	0.07	0.07	1.56E-06	0.20126	1.58E-06	0.20347
ENSG00000200313.1	ENST00000363443.1	155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226995.3	"ENST00000414677.1,ENST00000420529.1,ENST00000422352.1,ENST00000593667.1,ENST00000599273.1,ENST00000600157.1,ENST00000609252.1"	750.43	502.39	0	0	0	0	0	0.25	0.26	0.0717785	0.467241	0.0767267	0.476512
ENSG00000230563.2	"ENST00000430097.2,ENST00000456714.1"	1836	1587.92	2	0.02	0.02	2	0	0.08	0.08	0.0071495	0.204658	0.007073	0.206714
ENSG00000205181.5	"ENST00000379053.4,ENST00000589201.1"	6113	5864.92	23	0.05	0.05	23	0	0.09	0.09	0.0374618	0.176012	0.0377409	0.177794
ENSG00000266908.1	ENST00000587737.1	395	147.08	0	0	0	0	0	0.09	0.09	9.70E-07	0.266981	9.81E-07	0.2699
ENSG00000225640.1	ENST00000450640.1	358	110.12	0	0	0	0	0	0.12	0.12	5.07E-07	0.352539	5.12E-07	0.356357
ENSG00000101323.4	ENST00000378789.3	1777	1528.92	0	0	0	0	0	0.01	0.01	4.06E-07	0.0256728	4.11E-07	0.0259565
ENSG00000225831.1	ENST00000447840.1	458	210.02	0	0	0	0	0	0.06	0.06	1.41E-07	0.185837	1.43E-07	0.187856
ENSG00000235820.1	ENST00000413249.1	473	225.01	0	0	0	0	0	0.06	0.06	1.15E-07	0.173098	1.16E-07	0.174987
ENSG00000233578.1	ENST00000422311.1	642	393.95	0	0	0	0	0	0.03	0.03	6.24E-07	0.0992436	6.31E-07	0.100331
ENSG00000202380.1	ENST00000365510.1	158	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215589.3	ENST00000400619.3	1234	985.92	0	0	0	0	0	0.01	0.01	1.54E-07	0.0396401	1.56E-07	0.0400684
ENSG00000207380.1	ENST00000384650.1	113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231961.1	ENST00000421490.1	332	84.17	2	0.31	0.31	2	0	0.46	0.47	0.0413577	0.985068	0.0474626	1.00144
ENSG00000263755.1	ENST00000583650.1	296	48.38	0	0	0	0	0	0.27	0.27	2.01E-06	0.81022	2.03E-06	0.818989
ENSG00000233402.1	ENST00000442013.1	1203	954.92	0	0	0	0	0	0.01	0.01	7.35E-08	0.0412291	7.43E-08	0.0416719
ENSG00000234241.1	ENST00000434910.1	1683	1434.92	10	0.09	0.09	10	0.05	0.1	0.1	0.0454747	0.160934	0.0460511	0.162781
ENSG00000271565.1	ENST00000605527.1	211	1.01	0	0	0	0	0	12.84	12.97	0.000218851	38.2475	0.000221158	38.6545
ENSG00000221449.1	ENST00000408522.1	155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229876.1	ENST00000415932.1	1484	1235.92	0	0	0	0	0	0.01	0.01	2.72E-07	0.0315131	2.75E-07	0.0318584
ENSG00000228482.1	ENST00000445589.1	932	683.92	0	0	0	0	0	0.02	0.02	1.46E-07	0.0573684	1.47E-07	0.0579935
ENSG00000251833.1	ENST00000516024.1	95	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232271.1	ENST00000425900.1	381	133.09	0	0	0	0	0	0.1	0.1	3.97E-07	0.293869	4.01E-07	0.296918
ENSG00000228888.1	ENST00000449581.1	874	625.92	0	0	0	0	0	0.02	0.02	4.12E-07	0.0626413	4.16E-07	0.0632874
ENSG00000238102.1	ENST00000428954.1	388	140.08	0	0	0	0	0	0.09	0.09	7.00E-06	0.276101	2.99E-06	0.279112
ENSG00000261249.1	ENST00000569178.1	1770	1521.92	0	0	0	0	0	0.01	0.01	3.43E-07	0.0259519	3.47E-07	0.0262327
ENSG00000224711.1	ENST00000455299.1	748	499.93	0	0	0	0	0	0.03	0.03	4.86E-07	0.0778013	4.91E-07	0.0786298
ENSG00000240584.2	ENST00000490793.2	288	40.66	0	0	0	0	0	0.32	0.32	1.87E-05	0.944428	1.89E-05	0.954705
ENSG00000221726.2	ENST00000408799.2	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215586.2	ENST00000400616.2	525	276.99	0	0	0	0	0	0.05	0.05	6.69E-07	0.14162	6.76E-07	0.143162
ENSG00000125827.4	"ENST00000246024.2,ENST00000462384.2,ENST00000527925.1,ENST00000530935.1"	5919.26	5671.18	2910	6.78	6.77	2910	0	6.83	6.9	6.49903	7.18524	6.55862	7.25165
ENSG00000229766.2	"ENST00000457707.1,ENST00000607924.1,ENST00000608601.1"	1929	1680.92	1	0.01	0.01	1	0	0.12	0.12	0.0135422	0.264545	0.013886	0.267639
ENSG00000226262.1	ENST00000450951.1	1951	1702.92	0	0	0	0	0	0.01	0.01	1.01E-07	0.0231476	1.02E-07	0.0233995
ENSG00000225479.1	"ENST00000441231.1,ENST00000451443.1"	312	68.47	0	0	0	0	0	1.2	1.22	0.008431	3.40478	0.00852567	3.44192
ENSG00000221201.1	ENST00000408274.1	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222298.1	ENST00000410366.1	87	0	0	0	0	0	0	0	0	0	0	0	0
